Order_ID,Product_Category,Shipping_Mode,Order_Value,Package_Weight_Kg,Warehouse_Distance_Km,Items_in_Order,Warehouse_Processing_Hours,Courier_Load_Index,Traffic_Index,Delivery_Time_Hours
ORD-100166,Books,Standard,559.02,0.454,1401.6,1,1.41,4.06,5.52,31.56
ORD-100840,Electronics,Standard,6394.66,6.956,939.8,5,1.23,3.4,4.29,26.15
ORD-100020,Groceries,Express,795.75,3.368,4.3,2,2.71,6.8,4.91,8.96
ORD-100646,Electronics,Standard,19677.1,4.256,88.0,4,4.66,6.44,,21.43
ORD-101154,Home_Kitchen,Standard,3471.3,1.382,1309.9,2,1.46,4.74,4.11,35.06
ORD-100831,Home_Kitchen,Express,5954.73,4.232,29.8,6,2.1,3.08,1.84,8.35
ORD-100562,Books,Standard,756.23,-1.5,33.1,4,4.29,4.95,3.86,15.74
ORD-101196,Apparel,Standard,2920.16,1.378,-12.0,10,9.1,4.17,2.29,28.3
ORD-100686,Apparel,Same_Day,4739.44,0.409,49.7,3,4.58,10.0,6.18,13.1
ORD-100957,Home_Kitchen,Standard,12004.59,6.173,1202.1,4,4.56,5.47,5.71,38.8
ORD-100189,Apparel,Express,399.82,0.218,648.0,2,3.04,7.02,3.71,20.61
ORD-100975, Home_Kitchen,standard,57474.55,12.82,251.2,15,12.66,7.16,9.17,37.43
ORD-100699,Apparel,Standard,1288.98,1.027,148.1,6,2.8,6.98,6.86,18.35
ORD-100510,Electronics,Standard,20472.22,6.985,21.1,4,2.71,8.69,5.57,18.54
ORD-101082,Beauty,Standard,241.92,0.663,910.8,2,2.81,5.82,3.16,29.36
ORD-100474,Apparel,Standard,1785.9,0.246,5.5,3,3.14,6.1,6.63,16.02
ORD-100856,Groceries,Same_Day,1468.53,3.513,25.4,2,0.55,5.01,3.68,2.81
ORD-100747,Apparel,Standard,407.86,0.382,43.2,1,5.97,7.74,3.7,18.63
ORD-100252,Home_Kitchen,Standard,4067.5,5.867,41.1,1,1.29,5.51,5.63,16.96
ORD-100021,Apparel,Same_Day,550.84,0.39,48.2,1,0.69,3.26,2.37,3.27
ORD-100459,Groceries,Express,1027.8,12.994,588.8,4,0.82,4.5,4.56,15.21
ORD-101184,Electronics,Same_Day,11168.64,2.043,25.2,4,0.92,2.65,7.83,8.17
ORD-100276,Apparel,Standard,1762.57,1.522,33.3,4,5.96,5.55,4.22,17.83
ORD-100955,Books,Express,1201.42,0.91,339.3,3,2.66,5.55,7.29,17.21
ORD-100385,Beauty,standard,1790.41,0.256,37.7,4,3.82,7.38,3.73,17.19
ORD-100805,Electronics,Standard,2591.35,2.308,360.6,2,3.13,7.58,4.3,18.98
ORD-100343,Home_Kitchen,Standard,6414.48,8.683,24.9,6,1.7,5.54,7.47,17.6
ORD-100769,Groceries,Express,853.92,5.605,4.9,3,3.74,6.21,3.6,8.96
ORD-100130,Electronics,Standard,8225.09,0.98,134.8,3,1.88,4.53,3.27,13.97
ORD-100871,Electronics,Standard,13337.84,8.432,1117.0,6,8.92,7.33,5.87,39.49
ORD-101123,Electronics,Standard,11339.92,2.562,325.0,3,4.43,2.61,2.87,22.35
ORD-100087,Home_Kitchen,Standard,2053.77,2.935,31.9,4,3.13,5.9,5.13,16.06
ORD-100330,Groceries,Standard,771.63,4.3,359.6,3,0.95,4.26,3.38,17.84
ORD-100466,Groceries,Express,1897.0,6.23,125.0,4,2.1,5.19,5.75,10.72
ORD-100121,Groceries,Express,1503.46,10.056,59.2,4,9.5,7.01,5.45,16.76
ORD-101044,Electronics,Standard,3158.99,0.765,506.7,1,2.79,7.6,3.13,21.99
ORD-101095,Apparel,Express,3290.61,1.295,53.2,4,2.8,4.69,5.51,13.61
ORD-101130,Beauty,Express,3441.93,0.653,178.4,9,5.92,8.56,5.53,17.24
ORD-100860,Groceries,Standard,745.22,8.878,12.9,5,2.23,4.43,1.94,10.95
ORD-101126,Home_Kitchen,Standard,1833.93,4.93,571.5,6,2.15,5.12,4.59,27.16
